col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50
Electronics,590,658,Home,163,174,Sports,459,320,Electronics,808,302,Sports,288,274,Clothing,921,976,Home,557,882,Home,186,948,Books,344,919,Home,609,954,Home,578,284,Sports,791,474,Electronics,134,374,Books,451,250,Books,866,417,Sports,536,224,Books,338
Home,772,719,Electronics,414,311,Electronics,676,922,Sports,704,259,Home,750,771,Clothing,817,801,Home,965,267,Books,699,890,Sports,314,350,Books,616,363,Electronics,435,284,Sports,855,166,Electronics,995,474,Clothing,411,125,Sports,67,992,Books,853,596,Sports,636
Clothing,241,146,Sports,178,62,Home,224,273,Books,884,953,Clothing,825,362,Electronics,538,995,Books,414,226,Electronics,862,502,Electronics,36,43,Clothing,18,156,Home,135,399,Electronics,851,780,Clothing,259,636,Sports,997,699,Electronics,213,525,Sports,268,71,Clothing,191
Electronics,653,152,Books,985,167,Books,476,651,Clothing,650,53,Home,346,115,Sports,760,215,Sports,77,914,Books,800,725,Electronics,223,684,Books,236,947,Home,832,203,Clothing,577,963,Clothing,36,634,Sports,982,646,Books,943,923,Sports,376,729,Electronics,868
Sports,740,791,Clothing,280,682,Clothing,326,963,Books,282,62,Home,313,259,Clothing,767,210,Books,545,469,Home,508,478,Home,325,182,Books,791,332,Electronics,936,163,Electronics,998,368,Home,887,890,Books,48,327,Home,939,42,Books,611,5,Sports,680
Books,675,140,Electronics,798,816,Sports,519,637,Clothing,555,909,Books,44,654,Home,859,551,Sports,791,659,Books,146,529,Home,715,350,Electronics,486,498,Books,200,567,Books,517,763,Books,628,333,Books,645,209,Sports,706,170,Books,101,971,Electronics,752
Home,236,663,Books,212,103,Electronics,573,522,Clothing,745,819,Books,147,136,Home,812,165,Sports,149,483,Sports,61,76,Sports,114,903,Sports,98,592,Home,651,168,Sports,796,211,Clothing,92,492,Home,325,757,Home,31,656,Clothing,805,676,Electronics,258
Books,128,21,Home,54,28,Home,192,578,Clothing,967,485,Books,885,800,Home,872,141,Electronics,850,119,Books,76,967,Sports,43,962,Home,309,109,Home,331,519,Sports,929,302,Electronics,760,715,Home,247,845,Sports,503,345,Sports,968,385,Electronics,717
Books,503,254,Sports,67,596,Home,872,800,Electronics,940,403,Electronics,43,862,Home,673,401,Clothing,575,595,Sports,347,425,Books,12,714,Home,836,805,Home,453,251,Sports,367,428,Home,52,324,Books,949,964,Electronics,968,607,Books,921,487,Sports,961
Electronics,200,64,Books,544,508,Books,88,16,Books,327,443,Electronics,324,19,Clothing,445,904,Books,454,564,Electronics,109,202,Books,668,22,Sports,182,649,Books,242,603,Sports,652,424,Sports,930,568,Sports,315,269,Clothing,51,825,Books,330,723,Electronics,80
Books,962,218,Sports,763,134,Home,458,368,Books,624,318,Books,320,774,Electronics,265,301,Clothing,452,295,Books,412,80,Books,172,69,Clothing,331,107,Clothing,724,608,Electronics,505,458,Clothing,943,471,Sports,824,349,Sports,596,180,Home,889,797,Sports,718
Sports,902,72,Books,520,59,Home,158,251,Home,441,421,Home,95,841,Clothing,675,547,Clothing,548,572,Home,788,6,Clothing,133,97,Electronics,300,912,Sports,760,475,Sports,402,629,Clothing,53,160,Clothing,684,941,Clothing,568,692,Sports,8,198,Sports,169
Books,543,990,Home,499,90,Books,273,794,Books,371,717,Clothing,653,560,Home,742,401,Books,677,127,Books,672,341,Sports,156,810,Home,331,892,Books,366,976,Sports,128,886,Clothing,406,238,Sports,470,966,Sports,483,404,Electronics,360,495,Sports,149
Electronics,502,162,Electronics,946,70,Home,940,360,Home,432,399,Clothing,238,222,Books,520,459,Home,384,354,Electronics,54,790,Sports,44,715,Electronics,327,519,Electronics,445,74,Home,543,688,Clothing,568,833,Home,570,53,Books,932,424,Electronics,231,765,Clothing,834
Sports,650,130,Sports,431,935,Electronics,968,231,Sports,847,90,Home,138,184,Home,909,787,Electronics,769,579,Books,748,871,Electronics,894,2,Clothing,882,634,Books,413,143,Electronics,291,938,Clothing,651,261,Sports,107,899,Sports,672,342,Home,445,555,Home,980
Clothing,492,581,Sports,727,185,Sports,332,842,Home,574,582,Sports,688,326,Electronics,708,998,Home,282,189,Sports,727,45,Clothing,982,664,Clothing,213,582,Books,168,820,Electronics,263,677,Electronics,366,181,Clothing,579,940,Clothing,574,376,Sports,127,915,Electronics,162
Books,21,927,Electronics,46,438,Sports,282,253,Clothing,366,603,Home,660,317,Sports,425,818,Books,682,936,Clothing,771,909,Electronics,42,344,Clothing,569,306,Clothing,273,554,Books,343,83,Home,419,405,Books,384,119,Sports,930,631,Clothing,853,315,Electronics,836
Electronics,234,225,Sports,592,572,Electronics,657,952,Electronics,237,780,Clothing,628,176,Sports,389,77,Home,936,922,Home,131,363,Electronics,794,448,Clothing,929,930,Electronics,119,183,Electronics,500,866,Sports,703,989,Books,270,647,Clothing,126,457,Home,705,796,Clothing,122
Clothing,714,758,Clothing,35,474,Sports,163,612,Clothing,445,496,Sports,262,31,Home,108,482,Books,949,190,Electronics,467,325,Electronics,632,343,Books,277,487,Electronics,647,512,Home,96,857,Electronics,774,684,Clothing,727,492,Home,173,368,Home,456,703,Books,849
Clothing,791,580,Electronics,189,657,Home,174,606,Sports,707,345,Sports,428,170,Electronics,235,918,Home,881,296,Home,999,260,Home,986,448,Sports,422,151,Home,367,65,Clothing,114,976,Electronics,382,707,Clothing,198,847,Clothing,374,547,Books,954,606,Electronics,740
Home,643,454,Home,89,168,Sports,108,393,Electronics,813,434,Clothing,432,213,Clothing,782,84,Sports,232,347,Books,721,596,Electronics,558,867,Electronics,290,878,Sports,60,817,Electronics,390,151,Home,790,555,Sports,815,136,Sports,839,24,Sports,131,946,Books,563
Sports,416,983,Books,335,578,Sports,901,517,Sports,701,559,Sports,712,552,Electronics,844,420,Sports,590,323,Sports,672,195,Clothing,49,305,Electronics,423,208,Sports,254,43,Sports,97,385,Home,139,788,Books,597,28,Electronics,947,603,Sports,188,129,Sports,391
Books,148,915,Books,947,883,Home,301,519,Clothing,218,528,Electronics,995,439,Home,20,735,Books,250,71,Clothing,479,536,Sports,637,496,Sports,770,778,Sports,566,973,Sports,820,119,Electronics,2,894,Electronics,884,710,Home,889,287,Electronics,211,297,Sports,624
Electronics,970,384,Electronics,959,124,Sports,331,484,Electronics,199,366,Books,64,335,Clothing,517,31,Clothing,889,636,Clothing,366,470,Sports,336,514,Clothing,658,293,Electronics,806,336,Electronics,902,638,Clothing,532,263,Sports,738,945,Clothing,611,531,Home,941,402,Clothing,552
Home,29,107,Clothing,136,213,Home,144,65,Sports,386,400,Sports,382,747,Sports,985,530,Electronics,190,515,Sports,953,951,Home,100,552,Home,246,922,Clothing,741,380,Books,816,903,Sports,272,163,Books,797,309,Clothing,570,740,Books,774,559,Clothing,165
Sports,361,621,Home,546,182,Books,58,219,Home,202,195,Sports,463,277,Home,653,220,Clothing,981,853,Books,633,947,Books,467,41,Electronics,744,773,Home,797,666,Electronics,430,612,Electronics,196,624,Books,868,5,Clothing,615,424,Books,725,772,Home,718
Home,308,840,Books,793,71,Books,298,780,Books,862,802,Electronics,29,299,Sports,535,916,Home,764,243,Sports,905,73,Electronics,377,270,Electronics,33,808,Electronics,19,412,Electronics,42,498,Home,627,742,Books,545,337,Clothing,993,844,Home,795,185,Sports,980
Sports,883,103,Books,113,556,Sports,862,208,Clothing,47,984,Electronics,498,462,Home,42,958,Sports,496,485,Home,483,95,Books,270,350,Electronics,310,3,Home,393,327,Clothing,94,740,Sports,842,96,Electronics,741,381,Clothing,200,229,Clothing,527,772,Sports,922
Sports,942,141,Clothing,172,852,Books,188,176,Home,255,234,Home,328,314,Clothing,429,802,Electronics,812,914,Home,593,399,Sports,747,86,Home,528,897,Home,915,338,Clothing,269,847,Books,720,602,Electronics,663,726,Sports,732,154,Clothing,169,909,Electronics,726
Books,162,577,Sports,339,195,Sports,440,712,Sports,835,814,Clothing,9,166,Electronics,549,534,Electronics,511,556,Books,251,170,Home,250,772,Books,553,422,Home,193,466,Electronics,337,979,Clothing,747,988,Home,680,494,Clothing,267,450,Sports,786,281,Home,452
Sports,869,134,Electronics,555,569,Books,488,793,Sports,742,599,Home,221,128,Sports,63,890,Sports,457,603,Sports,528,455,Sports,380,462,Sports,462,499,Books,203,923,Sports,41,23,Home,262,388,Books,379,662,Electronics,390,6,Sports,736,904,Home,194
Home,852,199,Clothing,894,292,Sports,390,909,Electronics,285,64,Clothing,535,972,Clothing,113,434,Sports,164,74,Sports,744,975,Home,744,756,Electronics,726,8,Clothing,788,81,Clothing,841,202,Sports,261,533,Clothing,391,287,Books,236,252,Sports,941,347,Home,645
Sports,61,880,Clothing,946,57,Clothing,20,425,Home,191,478,Electronics,500,637,Sports,824,228,Electronics,260,259,Electronics,720,464,Clothing,593,15,Books,129,575,Clothing,492,498,Clothing,22,692,Home,982,506,Books,842,479,Sports,696,22,Home,737,375,Sports,362
Books,125,510,Clothing,525,889,Electronics,212,10,Sports,25,945,Books,311,527,Books,31,328,Sports,661,875,Clothing,342,998,Sports,803,699,Sports,210,784,Sports,941,915,Sports,911,477,Home,881,30,Home,825,805,Electronics,194,544,Clothing,533,19,Clothing,204
Books,456,667,Clothing,174,683,Books,536,766,Electronics,622,405,Clothing,844,701,Clothing,294,989,Electronics,626,345,Electronics,157,144,Clothing,290,794,Sports,699,910,Books,817,358,Electronics,95,783,Electronics,990,536,Sports,527,635,Electronics,427,389,Clothing,691,265,Home,117
Home,71,79,Sports,637,300,Home,603,680,Books,772,949,Clothing,924,37,Clothing,603,406,Sports,529,479,Books,971,836,Sports,427,832,Sports,358,170,Home,967,755,Books,590,2,Home,578,447,Books,795,483,Sports,991,606,Electronics,327,136,Sports,392
Clothing,838,948,Home,332,318,Electronics,963,289,Books,431,702,Electronics,431,779,Electronics,202,131,Home,272,609,Clothing,906,545,Electronics,361,134,Home,704,643,Sports,277,330,Home,464,406,Sports,410,664,Books,550,11,Sports,752,218,Sports,908,653,Books,821
Clothing,907,894,Clothing,207,371,Sports,728,931,Electronics,581,977,Sports,236,94,Electronics,873,507,Sports,41,788,Books,49,793,Books,296,143,Books,131,14,Electronics,324,477,Sports,965,253,Sports,824,252,Clothing,430,550,Electronics,998,313,Home,32,210,Books,696
Sports,876,482,Clothing,343,83,Electronics,564,933,Home,63,694,Home,655,889,Home,174,429,Clothing,506,972,Sports,739,132,Books,65,925,Books,850,613,Home,484,906,Home,134,516,Sports,469,525,Home,887,541,Books,311,9,Home,661,987,Clothing,646
Electronics,466,512,Electronics,949,829,Home,650,615,Electronics,774,594,Books,242,630,Electronics,505,642,Sports,368,414,Electronics,709,15,Clothing,612,989,Clothing,965,577,Electronics,141,85,Sports,706,750,Electronics,497,21,Electronics,259,771,Home,901,916,Clothing,543,507,Sports,306
Sports,243,250,Books,959,94,Home,665,988,Electronics,851,131,Clothing,995,99,Home,375,201,Clothing,311,226,Books,895,268,Sports,631,337,Clothing,647,173,Clothing,133,543,Sports,692,386,Home,286,710,Electronics,875,125,Clothing,272,671,Books,651,547,Clothing,74
Home,490,889,Sports,104,267,Sports,220,16,Home,530,437,Sports,989,163,Electronics,444,969,Books,348,610,Electronics,492,877,Books,323,670,Clothing,690,48,Books,336,694,Home,885,150,Clothing,523,287,Sports,893,230,Books,486,327,Books,308,92,Clothing,877
Home,761,599,Clothing,642,845,Books,978,328,Books,372,239,Electronics,570,682,Electronics,578,666,Clothing,313,73,Sports,784,617,Sports,556,198,Electronics,993,855,Books,199,187,Home,230,267,Home,449,422,Clothing,77,306,Books,793,388,Clothing,725,649,Clothing,415
Home,221,816,Home,40,376,Books,874,545,Sports,358,140,Clothing,658,42,Home,496,699,Electronics,706,69,Books,653,36,Sports,443,386,Sports,101,739,Sports,296,307,Home,238,856,Electronics,705,980,Electronics,586,548,Books,286,263,Sports,627,237,Books,334
Home,473,753,Home,23,161,Clothing,173,949,Books,548,976,Sports,424,52,Books,340,769,Books,550,216,Sports,135,680,Sports,513,363,Home,944,299,Home,299,876,Home,922,98,Electronics,316,513,Home,367,718,Sports,599,794,Home,300,304,Electronics,575
Home,959,600,Home,252,614,Home,974,547,Home,332,550,Home,146,613,Clothing,668,125,Sports,952,565,Books,409,970,Books,451,373,Sports,599,887,Home,564,758,Sports,526,876,Electronics,561,422,Electronics,952,425,Clothing,877,412,Books,616,23,Sports,75
Books,533,975,Electronics,955,502,Clothing,1,183,Clothing,600,334,Electronics,458,540,Home,889,489,Clothing,82,965,Sports,354,130,Books,207,666,Electronics,837,776,Electronics,47,689,Home,839,302,Books,110,907,Electronics,378,398,Home,214,489,Clothing,960,886,Electronics,934
Clothing,494,483,Home,837,377,Home,468,102,Home,697,91,Sports,7,233,Books,719,53,Sports,165,391,Clothing,499,328,Books,34,345,Clothing,88,904,Clothing,28,809,Clothing,429,607,Home,900,638,Sports,912,616,Sports,573,932,Books,442,847,Home,21
Home,899,836,Electronics,290,112,Clothing,25,332,Books,158,146,Sports,642,394,Electronics,803,953,Home,50,801,Clothing,664,452,Books,252,473,Home,654,500,Clothing,441,788,Electronics,656,21,Sports,894,651,Sports,638,423,Sports,867,678,Sports,514,592,Home,304
Electronics,82,172,Sports,202,578,Books,204,79,Books,760,596,Clothing,722,203,Home,696,592,Clothing,485,828,Books,948,472,Clothing,865,81,Sports,703,925,Sports,414,274,Home,51,19,Electronics,963,98,Home,523,902,Electronics,474,340,Home,182,961,Clothing,178
Electronics,856,869,Home,155,622,Home,880,17,Home,910,675,Home,234,2,Books,1,555,Sports,951,688,Books,306,196,Books,871,287,Electronics,906,456,Books,577,458,Sports,930,783,Clothing,577,400,Books,513,869,Books,233,725,Electronics,253,781,Sports,637
Electronics,879,17,Books,567,632,Books,871,795,Home,807,977,Electronics,819,386,Books,367,146,Electronics,219,711,Clothing,131,240,Sports,368,892,Sports,152,834,Electronics,92,421,Electronics,366,935,Electronics,614,761,Electronics,405,278,Sports,988,226,Books,422,265,Electronics,885
Electronics,998,735,Clothing,106,279,Electronics,201,370,Home,898,340,Electronics,931,494,Clothing,984,167,Clothing,641,365,Books,835,501,Sports,98,420,Electronics,323,231,Sports,175,4,Clothing,360,995,Sports,467,193,Electronics,782,57,Books,486,204,Home,272,831,Clothing,132
Books,522,294,Sports,260,754,Books,905,21,Books,378,198,Home,870,81,Electronics,413,768,Electronics,252,141,Electronics,35,396,Clothing,350,207,Electronics,781,964,Electronics,299,740,Clothing,342,671,Sports,994,477,Books,986,352,Sports,813,687,Electronics,318,8,Electronics,111
Electronics,923,394,Books,964,433,Home,938,405,Electronics,802,474,Books,906,703,Sports,43,31,Clothing,705,324,Home,804,240,Home,332,502,Clothing,507,170,Clothing,70,631,Electronics,983,857,Electronics,369,663,Books,815,62,Books,768,141,Sports,266,569,Sports,137
Home,12,822,Sports,200,660,Electronics,191,17,Clothing,570,455,Clothing,532,488,Books,567,46,Clothing,577,630,Home,505,84,Books,755,893,Clothing,229,182,Sports,132,37,Home,369,847,Books,514,414,Books,884,188,Books,867,483,Books,591,425,Books,263
Sports,263,498,Home,838,242,Clothing,873,923,Electronics,373,358,Sports,569,625,Home,90,257,Books,556,466,Clothing,492,675,Books,381,490,Sports,144,446,Clothing,103,112,Home,308,120,Books,400,360,Clothing,249,969,Electronics,312,460,Electronics,384,150,Electronics,122
Electronics,657,219,Sports,217,222,Sports,409,588,Books,212,844,Clothing,970,461,Electronics,83,942,Sports,652,939,Electronics,758,675,Sports,638,235,Electronics,911,614,Sports,261,105,Sports,991,368,Electronics,582,893,Books,607,963,Electronics,655,181,Home,114,621,Sports,967
Books,449,234,Sports,411,783,Home,478,432,Electronics,356,273,Home,653,934,Sports,802,129,Sports,101,155,Home,756,393,Sports,492,112,Home,771,481,Clothing,272,146,Books,690,553,Books,694,824,Clothing,377,795,Home,430,302,Home,977,616,Home,539
Books,192,390,Sports,559,962,Sports,304,556,Home,372,917,Sports,629,322,Sports,916,824,Books,844,924,Sports,597,715,Home,422,936,Electronics,650,669,Sports,737,470,Home,389,880,Electronics,963,164,Clothing,16,335,Books,177,632,Clothing,613,695,Electronics,77
Electronics,762,248,Electronics,882,286,Sports,951,420,Sports,727,501,Books,536,185,Sports,321,558,Home,309,562,Electronics,623,952,Sports,241,772,Sports,458,71,Books,559,174,Books,377,946,Electronics,971,984,Clothing,11,290,Electronics,636,903,Home,155,586,Clothing,616
Sports,114,902,Books,117,985,Electronics,744,28,Home,419,70,Home,938,52,Books,464,344,Books,701,152,Electronics,307,30,Clothing,106,426,Books,835,658,Electronics,226,847,Home,570,507,Home,11,969,Home,805,275,Sports,585,121,Books,370,241,Electronics,389
Electronics,26,52,Home,886,4,Clothing,732,25,Clothing,290,815,Clothing,959,986,Clothing,41,439,Sports,525,78,Clothing,766,37,Books,915,202,Home,601,192,Clothing,696,692,Clothing,927,914,Electronics,201,280,Books,6,660,Clothing,131,479,Sports,903,954,Sports,102
Books,783,15,Clothing,424,320,Books,578,201,Home,469,933,Sports,115,411,Sports,504,312,Home,298,716,Home,801,82,Clothing,523,470,Clothing,724,256,Clothing,8,229,Electronics,923,21,Home,483,254,Books,842,959,Electronics,228,730,Clothing,967,926,Books,203
Clothing,499,324,Home,212,321,Electronics,985,303,Sports,381,985,Electronics,814,757,Sports,589,590,Sports,174,905,Sports,951,676,Books,582,309,Electronics,609,149,Home,229,235,Electronics,850,918,Electronics,903,391,Sports,116,232,Home,166,696,Books,386,247,Electronics,273
Home,508,441,Home,155,8,Clothing,978,613,Books,870,822,Sports,957,626,Home,88,535,Home,209,589,Books,151,822,Home,338,343,Books,744,228,Home,658,564,Clothing,308,570,Clothing,45,604,Electronics,225,545,Home,499,978,Electronics,909,335,Books,257
Books,545,112,Electronics,263,52,Books,536,279,Electronics,494,783,Sports,331,821,Sports,856,560,Clothing,505,731,Books,421,128,Electronics,858,292,Electronics,656,975,Home,607,613,Home,50,331,Electronics,52,979,Clothing,168,391,Sports,635,446,Clothing,926,163,Home,473
Electronics,62,696,Electronics,507,142,Books,82,75,Home,136,907,Home,959,935,Electronics,793,190,Electronics,810,712,Clothing,595,316,Home,162,490,Books,906,585,Electronics,484,402,Clothing,16,636,Electronics,656,73,Clothing,834,501,Home,252,498,Sports,670,281,Books,868
Home,229,872,Sports,151,826,Clothing,603,818,Electronics,811,9,Books,889,421,Clothing,99,136,Books,144,842,Electronics,982,365,Sports,818,263,Home,482,425,Sports,258,431,Electronics,825,334,Sports,919,154,Clothing,696,162,Home,405,733,Clothing,474,499,Home,211
Electronics,815,7,Home,212,779,Books,684,65,Clothing,319,708,Sports,404,225,Clothing,927,322,Home,872,191,Sports,179,462,Books,685,434,Sports,669,540,Electronics,126,946,Electronics,593,205,Electronics,596,612,Books,941,278,Books,964,909,Home,258,377,Sports,61
Electronics,607,563,Books,192,827,Home,952,255,Electronics,767,3,Sports,784,953,Sports,423,517,Sports,766,837,Books,268,214,Clothing,917,774,Sports,91,831,Home,279,899,Books,465,205,Electronics,913,549,Clothing,915,792,Clothing,896,673,Clothing,364,859,Electronics,509
